Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,-9999
73,Jordan Whitehead,TAM,21,SS,15,11,0,0,0,0,4,,,,,,0,76,61,15,4,0,,WhitJo03
74,Malcolm Butler,TEN,28,DB,16,11,3,90,1,56,12,1,0,0,0,0,1,69,60,9,4,1,,ButlMa01
75,Pierre Desir,IND,28,RCB,16,12,1,1,0,1,8,2,0,1,0,0,0,79,60,19,2,0,,DesiPi00
76,Damontae Kazee,ATL,25,SS,16,15,7,54,0,33,10,1,0,0,0,0,0,82,60,22,1,0,,KazeDa00
77,Adrian Amos,CHI,25,FS,16,16,2,27,0,26,9,0,0,1,15,0,1,73,59,14,2,1,,AmosAd00
78,Sean Davis,PIT,25,FS,15,15,1,27,0,27,7,,,,,0,0,80,59,21,0,1,,DaviSe00
79,Jackrabbit Jenkins,NYG,30,RCB,16,16,2,29,0,29,15,1,0,0,0,0,0,70,59,11,2,0,,JenkJa03
80,Devin McCourty,NWE,31,FS,16,16,1,84,1,84,4,1,0,2,14,0,0,82,59,23,1,0,,McCoDe99
81,James Bradberry,CAR,25,LCB,16,16,1,29,0,29,15,1,0,0,0,0,1,70,58,12,1,1,,BradJa00
82,T.J. Carrie,CLE,28,RCB,16,8,1,0,0,0,8,2,0,1,0,0,1,74,58,16,3,1,,CarrTr00
83,Lamarcus Joyner,LAR,28,FS,15,15,1,5,0,5,3,0,0,1,0,0,1,78,58,20,3,1,,JoynLa00
84,Steven Nelson,KAN,25,RCB,16,16,4,53,0,35,15,,,,,0,0,68,58,10,2,0,,NelsSt01
85,Alec Ogletree,NYG,27,RILB,13,13,5,61,2,20,8,,,,,0,1,93,58,35,6,4,,OgleAl00
86,Glover Quin,DET,32,FS,16,16,0,0,0,0,3,,,,,0,1,74,58,16,1,2,,QuinGl99
87,Prince Amukamara,CHI,29,RCB,15,15,3,58,1,49,12,2,0,0,0,0,0,66,57,9,3,0,,AmukPr00
88,Chidobe Awuzie,DAL,23,LCB/RCB,15,14,1,0,0,0,11,1,0,0,0,0,0,71,57,14,0,0,,AwuzCh00
89,Jerome Baker,MIA,22,RLB,16,11,1,25,1,25,3,0,1,0,0,0,3,79,57,22,4,4,,BakeJe00
90,Reshad Jones,MIA,30,SS,14,13,3,109,1,54,9,,,,,0,0,72,57,15,4,1,,JoneRe99
91,Joe Schobert,CLE,25,MLB,13,13,1,0,0,0,6,2,0,2,26,0,3,103,57,46,3,6,,SchoJo00
92,Byron Jones*,DAL,26,RCB/LCB,16,16,0,0,0,0,14,,,,,,0,67,56,11,2,0,,JoneBy00
93,Foyesade Oluokun,ATL,23,MLB,16,7,0,0,0,0,1,1,,,,,0,91,56,35,2,2,,OluoFo00
94,Lorenzo Alexander,BUF,35,LLB,16,8,2,9,0,8,9,2,0,1,0,0,6.5,74,55,19,11,10,,AlexLo99
95,Terrell Edmunds,PIT,21,SS,16,15,1,35,0,35,4,0,0,1,0,0,1,78,55,23,1,3,,EdmuTe00
96,Tre Flowers,SEA,23,RCB,15,15,0,0,0,0,6,3,0,2,0,0,0,67,55,12,0,0,,FlowTr01
97,Shaquill Griffin,SEA,23,LCB,16,16,2,8,0,8,8,,,,,0,0,62,55,7,3,0,,GrifSh00
98,Desmond Trufant,ATL,28,RCB,16,16,0,0,0,0,12,,,,,0,1,66,55,11,1,1,,TrufDe00
99,Kyle Van Noy,NWE,27,MLB,16,16,1,0,0,0,2,1,0,2,46,1,3.5,92,55,37,5,10,,VanNKy00
100,Darqueze Dennard,CIN,27,DB,13,9,0,0,0,0,6,2,0,1,0,0,0,68,54,14,1,0,,DennDa00
101,Elijah Lee,SFO,22,RLB,16,5,0,0,0,0,2,1,0,1,0,0,1,65,54,11,3,1,,LeexEl00
102,Jason McCourty,NWE,31,LCB,16,12,1,0,0,0,10,1,0,0,0,0,0,70,54,16,1,0,,McCoJa99
103,Logan Ryan,TEN,27,LCB,14,14,0,0,0,0,8,,,,,0,4,76,54,22,4,5,,RyanLo00
104,Eric Weddle*,BAL,33,FS,16,16,0,0,0,0,3,,,,,0,1,68,54,14,2,4,,WeddEr99
105,Calais Campbell*,JAX,32,RDE,16,16,0,0,0,0,2,1,0,1,0,0,10.5,72,53,19,20,22,,CampCa99
106,Tony Jefferson,BAL,26,SS,14,14,1,15,0,15,6,1,0,1,0,0,1,74,53,21,6,2,,JeffTo00
107,Brian Poole,ATL,26,RLB,16,9,3,2,0,2,6,0,0,2,0,0,3,74,53,21,4,5,,PoolBr01
108,Haason Reddick,ARI,24,LLB,16,12,0,0,0,0,5,1,0,0,0,0,4,80,53,27,8,6,,ReddHa00
109,Jahleel Addae,LAC,28,SS,16,16,1,19,0,19,3,0,1,1,0,0,1,75,52,23,1,1,,AddaJa00
110,Josh Bynes,ARI,29,MLB,11,11,0,0,0,0,5,0,0,1,23,1,2,75,52,23,5,3,,ByneJo00
111,Patrick Chung,NWE,31,SS,15,14,1,2,0,2,3,0,0,1,0,0,0.5,84,52,32,1,2,,ChunPa99
112,Damon Harrison,2TM,30,NT/RDT,17,16,0,0,0,0,1,2,0,1,0,0,3.5,81,52,29,9,8,,HarrDa03
113,Rashaan Melvin,OAK,29,LCB,14,7,1,15,0,15,9,,,,,0,0,56,52,4,1,0,,MelvRa00
114,Matt Milano,BUF,24,RLB,13,13,3,41,0,29,7,0,0,3,0,0,1,78,52,26,12,3,,MilaMa00
115,Jabrill Peppers,CLE,23,FS,16,16,1,0,0,0,5,0,2,3,16,0,1,79,52,27,5,4,,PeppJa00
116,Buster Skrine,NYJ,29,DB,14,11,0,0,0,0,8,1,0,1,0,0,0.5,58,52,6,4,2,,SkriBu00
117,B.W. Webb,NYG,28,LCB,16,13,1,0,0,0,6,1,0,0,0,0,1,59,52,7,2,2,,WebbBW00
118,Minkah Fitzpatrick,MIA,22,SS,16,11,2,64,1,50,9,,,,,0,0,80,51,29,2,0,,FitzMi00
119,Joe Haden,PIT,29,LCB,15,15,2,0,0,0,12,1,0,0,0,0,0,63,51,12,2,0,,HadeJo99
120,Danielle Hunter*,MIN,24,LDE,16,16,,,0,,,0,0,1,32,1,14.5,72,51,21,21,19,,HuntDa01
121,Shaq Thompson,CAR,24,LLB,14,11,0,0,0,0,1,1,0,0,0,0,3.5,80,51,29,4,6,,ThomSh01
122,Bobby McCain,MIA,25,RCB,14,13,1,0,0,0,5,,,,,0,2,61,50,11,3,2,,McCaBo01
123,Eric Reid,CAR,27,SS,13,13,1,39,0,39,5,,,,,0,1,71,50,21,3,1,,ReidEr00
124,T.J. Watt*,PIT,24,LOLB,16,16,0,0,0,0,3,6,0,0,0,0,13,68,50,18,12,21,,WattT.00
125,Vince Williams,PIT,29,RILB,14,14,1,17,1,17,2,,,,,0,4.5,76,50,26,8,10,,WillVi01
126,Johnathan Joseph,HOU,34,LCB,14,14,2,46,1,28,13,,,,,0,0,58,49,9,1,0,,JoseJo20
127,Marshon Lattimore,NOR,22,RCB,16,16,2,0,0,0,12,4,0,3,91,0,0,59,49,10,1,0,,LattMa01
128,Marcus Williams,NOR,22,FS,16,16,2,100,0,78,3,1,0,1,0,0,1,59,49,10,0,0,,WillMa06
129,Rasul Douglas,PHI,24,LCB,16,7,3,14,0,17,4,,,,,0,0,58,48,10,6,0,,DougRa00
130,Christian Jones,DET,27,RLB,16,16,0,0,0,0,3,1,0,0,0,0,1,69,48,21,3,4,,JoneCh05
131,Jason Pierre-Paul,TAM,29,RDE,16,16,0,0,0,0,2,1,0,1,0,0,12.5,58,48,10,16,20,,PierJa99
132,Mike Adams,CAR,37,FS,16,16,3,11,0,18,6,,,,,0,0,75,47,28,3,1,,AdamMi21
133,Desmond King+,LAC,24,DB,16,8,3,75,1,42,10,1,1,2,0,0,0,62,47,15,4,2,,KingDe01
134,J.J. Watt*+,HOU,29,LDE,16,16,0,0,0,0,4,7,0,0,0,0,16,61,47,14,18,25,,WattJ.00
135,Jonathan Bostic,PIT,27,LILB,16,14,0,0,0,0,3,,,,,0,2.5,73,46,27,5,4,,BostJo00
136,A.J. Bouye,JAX,27,RCB,13,13,1,9,0,9,8,,,,,0,0,54,46,8,0,0,,BouyA.00
137,Thomas Davis,CAR,35,RLB,12,12,0,0,0,0,6,0,0,2,0,0,0,79,46,33,3,2,,DaviTh20
138,Reggie Ragland,KAN,25,RILB,16,15,1,67,0,67,1,,,,,0,0.5,86,46,40,2,1,,RaglRe00
139,Darian Stewart,DEN,30,SS,14,14,2,3,0,3,3,0,0,1,0,0,1,60,46,14,0,2,,StewDa00
140,Alex Anzalone,NOR,24,MLB,16,7,1,2,0,2,2,3,0,0,0,0,2,59,45,14,3,6,,AnzaAl00
141,Kyle Fuller*+,CHI,26,LCB,16,16,7,52,0,35,21,,,,,0,0,55,45,10,0,0,,FullKy00
142,Patrick Peterson*,ARI,28,LCB,16,16,2,0,0,0,5,0,0,1,49,0,1,54,45,9,2,1,,PetePa00
143,Bradley Roby,DEN,26,LCB,15,15,1,0,0,0,12,2,0,0,0,0,0,50,45,5,1,0,,RobyBr00
144,Briean Boddy-Calhoun,CLE,25,DB,16,8,0,0,0,0,2,1,,,,,0,56,44,12,0,3,,BoddBr01
145,DeForest Buckner*,SFO,24,RDT,16,16,0,0,0,0,3,0,0,1,0,0,12,67,44,23,17,20,,BuckDe00
146,Morris Claiborne,NYJ,28,RCB,15,15,2,17,1,17,14,,,,,0,0,57,44,13,2,0,,ClaiMo00
147,Tashaun Gipson,JAX,28,FS,16,16,1,8,0,8,7,,,,,0,0,54,44,10,1,1,,GipsTa00
148,B.J. Goodson,NYG,25,LILB,15,13,2,8,0,5,4,0,0,1,7,0,0.5,61,44,17,4,3,,GoodB.00
149,Mike Hilton,PIT,24,DB,15,2,1,0,0,0,8,0,0,2,2,0,1,57,44,13,6,5,,HiltMi01
150,Gerald Hodges,ARI,27,TE,16,6,,,0,,,,,,,,0,55,44,11,2,1,,HodgGe00
151,Jonathan Jones,NWE,25,DB,16,5,3,34,0,28,7,1,0,0,0,0,1.5,56,44,12,1,3,,JoneJo03
152,Tre'Davious White,BUF,23,LCB,16,16,2,37,0,37,8,,,,,0,0,54,44,10,1,0,,WhitTr01
153,P.J. Williams,NOR,25,MLB,15,7,1,45,1,45,9,2,0,0,0,0,1,53,44,9,2,2,,WillP.00
154,Robert Alford,ATL,30,LCB,15,15,0,0,0,0,11,,,,,,0,50,43,7,0,0,,AlfoRo00
155,Mark Barron,LAR,29,RILB,12,12,0,0,0,0,1,1,0,0,0,0,1,60,43,17,3,1,1,BarrMa00
156,Justin Evans,TAM,23,FS,10,10,1,0,0,0,2,0,0,1,34,1,0,59,43,16,1,0,,EvanJu00
157,Corey Graham,PHI,33,SS,13,9,1,29,0,29,5,0,0,1,0,0,0,56,43,13,1,0,,GrahCo99
158,Nevin Lawson,DET,27,RCB,15,14,0,0,0,0,5,,,,,0,1,53,43,10,3,1,,LawsNe00
159,Darron Lee,NYJ,24,LILB,12,12,3,82,1,36,5,,,,,0,0,74,43,31,5,2,,LeexDa00
160,Eric Murray,KAN,24,SS,15,9,1,0,0,0,2,,,,,0,0,55,43,12,1,1,,MurrEr00
161,Dee Ford*,KAN,27,LOLB,16,16,,,0,,,7,0,0,0,0,13,55,42,13,13,29,,FordDe00
162,Brent Grimes,TAM,35,RCB,13,13,0,0,0,0,6,1,,,,,0,48,42,6,0,0,,GrimBr20
163,A.J. Klein,NOR,27,RLB,16,15,1,6,0,6,3,0,0,2,17,0,2,70,42,28,7,4,,KleiAJ00
164,DeMarcus Lawrence*,DAL,26,LDE,16,15,1,13,0,13,1,2,0,1,5,0,10.5,64,42,22,15,23,,LawrDe00
165,D.J. Swearinger,WAS,27,FS,15,15,4,33,0,22,10,3,0,1,0,0,1,53,42,11,0,1,,SweaDJ00
166,Bene Benwikere,2TM,27,DB/RCB,15,8,1,21,0,21,4,1,0,0,0,0,0.5,54,41,13,2,1,,BenwBe00
167,Bradley Chubb,DEN,22,LOLB,16,16,0,0,0,0,1,2,0,1,4,0,12,60,41,19,14,21,,ChubBr00
168,Justin Coleman,SEA,25,DB,16,5,1,0,0,0,10,1,0,2,29,1,0.5,55,41,14,0,1,,ColeJu01
169,Aaron Donald*+,LAR,27,RDT,16,16,0,0,0,0,1,4,0,2,0,0,20.5,59,41,18,25,41,,DonaAa00
170,Casey Hayward,LAC,29,RCB,16,16,0,0,0,0,8,,,,,0,0,46,41,5,1,0,,HaywCa00
171,Akiem Hicks*,CHI,29,LDE,16,16,0,0,0,0,5,3,0,0,0,0,7.5,55,41,14,12,16,,HickAk00
172,Micah Hyde,BUF,28,SS,15,15,2,16,0,16,5,0,0,1,9,0,0,58,41,17,1,0,,HydeMi00
173,Eddie Jackson*+,CHI,25,SS,14,14,6,81,2,41,15,2,0,1,65,1,1,51,41,10,2,1,,JackEd01
174,Xavier Rhodes,MIN,28,RCB,14,14,1,3,0,3,7,,,,,0,0,47,41,6,0,0,,RhodXa00
175,Darryl Roberts,NYJ,28,LCB/FS,16,10,1,3,0,3,7,,,,,0,0,48,41,7,3,0,,RobeDa00
176,Adarius Taylor,TAM,28,MLB,15,10,1,7,0,7,5,1,0,0,0,0,1,60,41,19,4,1,,GlanAd00
177,Michael Thomas*,NYG,28,SS,16,6,2,26,0,26,6,1,0,0,0,0,1,59,41,18,2,1,,ThomMi02
178,Tedric Thompson,SEA,23,FS,14,10,1,0,0,0,3,1,0,0,0,0,0,57,41,16,0,0,,ThomTe00
179,Kenny Vaccaro,TEN,27,SS,13,13,1,0,0,0,4,,,,,0,2,58,41,17,3,4,,VaccKe00
180,Denzel Ward*,CLE,21,LCB,13,12,3,26,0,26,11,1,0,2,29,0,0,53,41,12,5,0,,WardDe02
181,Kentrell Brice,GNB,24,FS,14,10,0,0,0,0,2,,,,,0,1,50,40,10,1,0,,BricKe00
182,Michael Davis,LAC,23,LCB,16,9,0,0,0,0,8,1,,,,,0,50,40,10,0,0,,DaviMi03
183,Jordan Evans,CIN,23,RLB,14,5,1,7,0,7,3,,,,,0,1.5,61,40,21,1,2,,EvanJo01
184,Marcus Gilchrist,OAK,30,SS,16,16,3,2,0,2,6,,,,,0,0,58,40,18,0,0,,GilcMa00
185,Stephon Gilmore*+,NWE,28,RCB,16,16,2,0,0,0,20,2,0,1,0,0,1,45,40,5,1,1,,GilmSt00
186,Chris Harris Jr.*,DEN,29,RCB,12,12,3,68,1,53,10,,,,,0,1,49,40,9,1,1,,HarrCh01
187,Isaiah Johnson,TAM,26,DB,15,4,1,6,0,6,2,0,0,1,0,0,0,48,40,8,0,0,,JohnIs00
188,Josh Jones,GNB,24,FS,13,5,0,0,0,0,2,,,,,0,1,55,40,15,2,1,,JoneJo06
189,Josh Norman,WAS,31,RCB,16,16,3,79,0,40,9,3,0,1,0,0,0,64,40,24,1,0,,NormJo01
190,Coty Sensabaugh,PIT,30,RCB,15,10,0,0,0,0,6,1,,,,,0,45,40,5,1,0,,SensCo00
191,Darius Slay*,DET,27,LCB,15,15,3,107,1,67,17,,,,,0,0,43,40,3,1,0,,SlayDa00
192,K'Waun Williams,SFO,27,DB,14,11,0,0,0,0,2,,,,,,0,45,40,5,3,0,,WillKW00
193,Tramon Williams,GNB,35,SS/LCB,16,16,0,0,0,0,2,0,3,1,0,0,0,54,40,14,0,0,,WillTr99
194,Kenny Young,BAL,24,LB,16,3,0,0,0,0,1,1,0,1,0,0,2.5,51,40,11,4,7,,YounKe03
195,Anthony Barr*,MIN,26,RLB,13,13,0,0,0,0,2,1,0,0,0,0,3,55,39,16,8,4,,BarrAn00
196,Bryce Callahan,CHI,27,DB,13,10,2,12,0,12,6,,,,,0,2,45,39,6,6,5,,CallBr00
197,Brandon Carr,BAL,32,LCB,16,16,2,26,0,32,11,,,,,0,0,45,39,6,0,1,,CarrBr99
198,Ronald Darby,PHI,24,RCB,9,9,1,16,0,16,12,,,,,0,0,43,39,4,1,0,,DarbRo00
199,D.J. Hayden,JAX,28,DB,10,6,1,10,0,10,4,,,,,0,1,46,39,7,2,2,,HaydDJ00
200,Josh Jackson,GNB,22,RCB/DB,16,10,0,0,0,0,10,0,1,1,0,0,0,49,39,10,1,0,,JackJo01
201,Xavier Woods,DAL,23,FS,14,14,2,15,0,15,9,1,,,,,0,56,39,17,0,0,,WoodXa00
202,Anthony Brown,DAL,25,DB,15,10,1,1,0,1,8,1,0,0,0,0,2,44,38,6,2,3,,BrowAn02
203,Jadeveon Clowney*,HOU,25,ROLB,15,14,0,0,0,0,1,1,0,3,0,1,9,47,38,9,16,21,,ClowJa00
204,L.J. Fort,PIT,28,LB,15,2,,,0,,,0,0,1,0,1,1,48,38,10,3,3,,FortL.00
205,Josey Jewell,DEN,24,RILB,16,9,0,0,0,0,3,,,,,,0,58,38,20,4,0,,JeweJo00
206,Chandler Jones,ARI,28,RDE,16,16,0,0,0,0,4,3,0,1,0,0,13,49,38,11,13,18,,JoneCh03
207,Captain Munnerlyn,CAR,30,DB,16,5,1,2,0,2,9,0,0,1,0,0,2,47,38,9,3,2,,MunnCa99
208,Hardy Nickerson,CIN,24,MLB,16,7,0,0,0,0,1,1,,,,,0,57,38,19,1,0,,NickHa02
209,Orlando Scandrick,KAN,31,LCB,15,7,1,0,0,0,13,1,0,0,0,0,0,44,38,6,0,0,,ScanOr99
210,Khalil Mack*+,CHI,27,LOLB,14,13,1,27,1,27,4,6,0,2,0,0,12.5,47,37,10,10,18,,MackKh00
211,Barkevious Mingo,SEA,28,LLB,16,14,0,0,0,0,1,2,0,1,0,0,1,48,37,11,3,2,,MingBa00
212,Fabian Moreau,WAS,24,LCB,16,10,1,16,0,16,5,3,0,0,0,0,0,58,37,21,0,0,,MoreFa00
213,Patrick Onwuasor,BAL,26,RILB,16,12,1,33,0,33,3,2,0,0,0,0,5.5,59,37,22,8,12,,OnwuPa00
214,Duke Riley,ATL,24,LLB,16,10,0,0,0,0,2,,,,,,0,60,37,23,2,1,,RileDu00
215,Jabaal Sheard,IND,29,LDE/RDE,16,16,0,0,0,0,4,,,,,0,5.5,50,37,13,14,13,,SheaJa00
216,Mackensie Alexander,MIN,25,DB,15,6,0,0,0,0,10,,,,,0,4,43,36,7,7,5,,AlexMa01
217,Jurrell Casey*,TEN,29,RDE/NT,15,15,,,0,,,2,0,1,1,0,7,62,36,26,11,11,,CaseJu00
218,Kenny Clark,GNB,23,NT,13,13,0,0,0,0,3,1,0,2,0,0,6,55,36,19,8,9,,ClarKe01
