Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
492,Trent Murphy,BUF,30,LDE,10,9,0,3,3,100.00%,29,9.7,9.7,0,106.9,6,18,11,0,0,4,2,6,19,2,9.50%,MurpTr00
493,Jacob Phillips,CLE,21,LB,9,3,0,13,12,92.30%,108,9,8.3,0,101.3,2.6,27,81,7,1,1,0,2,25,1,3.80%,PhilJa01
494,Jeremy Reaves,WAS,24,DB,9,3,1,10,7,70.00%,98,14,9.8,0,61.7,16.1,84,14,5,1,0,1,2,25,2,7.40%,ReavJe00
495,Brandon Rusnak,JAX,25,DB,16,1,0,10,3,30.00%,31,10.3,3.1,0,40,10.4,3,28,4,1,0,0,1,24,3,11.10%,WatsBr01
496,Danny Shelton,DET,27,LDT,12,12,0,0,0,,0,,,0,,,0,0,0,1,3,1,5,37,6,14.00%,ShelDa01
497,James Vaughters,CHI,27,LB,14,0,0,5,4,80.00%,25,6.3,5,0,87.5,1.4,14,11,15,1,0,1.5,3,22,0,0.00%,VaugJa01
498,K'Von Wallace,PHI,23,S,15,3,0,9,6,66.70%,53,8.8,5.9,0,82.2,3.1,16,37,6,0,0,0,0,21,2,8.70%,WallKV00
499,Armani Watts,KAN,24,DB,16,1,0,8,6,75.00%,66,11,8.3,2,138.5,5.6,41,25,2,0,0,0,0,17,4,19.00%,WattAr00
500,Oren Burks,GNB,25,LB,16,0,0,5,5,100.00%,91,18.2,18.2,0,118.7,10,50,41,3,0,0,0,0,21,1,4.50%,BurkOr00
501,Jadeveon Clowney,TEN,27,LOLB,8,8,0,2,1,50.00%,-2,-2,-1,0,56.2,-3.5,-4,2,10,5,6,0,11,19,4,17.40%,ClowJa00
502,John Cominsky,ATL,25,DE,13,1,0,1,1,100.00%,11,11,11,0,112.5,-7,-7,18,5,7,2,1,10,28,2,6.70%,ComiJo00
503,Christian Covington,CIN,27,RDT,16,14,0,1,1,100.00%,20,20,20,0,118.7,-3,-3,23,0,5,1,0,6,39,6,13.30%,CoviCh00
504,Byron Cowart,NWE,24,RDT,14,14,0,1,1,100.00%,2,2,2,0,79.2,-3,-3,5,0,2,2,1,5,27,0,0.00%,CowaBy00
505,Zaire Franklin,IND,24,LB,16,2,0,2,2,100.00%,16,8,8,0,100,6,12,4,1,1,0,0,1,19,0,0.00%,FranZa00
506,Kristian Fulton,TEN,22,CB,6,2,1,16,11,68.80%,143,13,8.9,1,91.4,7,87,56,5,0,0,1,1,16,3,15.80%,FultKr00
507,Dennis Gardeck,ARI,26,LB,14,0,0,0,0,,0,,,0,,,0,0,16,2,3,7,12,16,0,0.00%,GardDe01
508,Kevin Givens,SFO,23,DT,13,1,0,0,0,,0,,,0,,,0,0,0,4,2,1,7,19,0,0.00%,GiveKe01
509,Bryce Hager,NYJ,28,LB,10,2,0,11,10,90.90%,111,11.1,10.1,1,139,4.5,44,67,12,0,0,0.5,1,23,2,8.00%,HageBr00
510,DaVon Hamilton,JAX,23,LDT,11,6,0,0,0,,0,,,0,,,0,0,7,2,4,1,7,30,3,9.10%,HamiDa02
511,Shaun Dion Hamilton,WAS,25,LB,14,3,0,8,7,87.50%,84,12,10.5,0,110.4,3.9,31,53,1,0,1,0,1,21,2,8.70%,DionSh00
512,Harrison Hand,MIN,22,CB,14,1,1,20,11,55.00%,148,13.5,7.4,1,74.6,14.4,108,40,0,0,0,0,0,17,3,15.00%,HandHa00
513,Maurice Hurst Jr.,LVR,25,DT,11,3,0,1,1,100.00%,5,5,5,0,87.5,0,0,5,1,2,5,0.5,8,27,3,10.00%,HursMa00
514,Chris Jackson,TEN,22,S,11,3,0,27,21,77.80%,229,10.9,8.5,1,114.4,9,126,103,8,0,0,0,0,24,4,14.30%,JackCh01
515,Quinton Jefferson,BUF,27,DT,16,4,0,1,1,100.00%,2,2,2,0,79.2,-5,-5,7,0,2,4,3,9,23,3,11.50%,JeffQu00
516,D.J. Jones,SFO,25,RDT,14,14,0,0,0,,0,,,0,,,0,0,0,3,0,3,6,20,0,0.00%,JoneD.01
517,Dean Lowry,GNB,26,LDE,16,16,0,1,1,100.00%,-1,-1,-1,0,79.2,-2,-2,1,0,7,1,3,10,36,0,0.00%,LowrDe00
518,Cassius Marsh,3TM,28,DE,8,1,0,3,3,100.00%,25,8.3,8.3,0,101.4,3.3,10,15,6,0,1,0,1,16,6,27.30%,MarsCa00
519,Xavier McKinney,NYG,21,S,6,4,1,13,12,92.30%,96,8,7.4,0,65.4,5.9,48,48,7,0,0,0,0,25,1,3.80%,McKiXa00
520,Robert Quinn,CHI,30,ROLB,15,13,0,3,3,100.00%,35,11.7,11.7,0,115.3,1.7,5,30,11,8,6,2,16,20,3,13.00%,QuinRo00
521,Tershawn Wharton,KAN,22,DE,16,1,0,0,0,,0,,,0,,,0,0,0,4,2,2,8,27,3,10.00%,WharTe00
522,Jahleel Addae,LAC,30,DB,11,0,1,11,8,72.70%,66,8.3,6,0,49.8,8.5,35,31,1,0,0,0.5,1,21,3,12.50%,AddaJa00
523,Shilique Calhoun,NWE,28,DE,10,0,0,4,4,100.00%,26,6.5,6.5,0,93.7,1.8,7,19,21,4,1,2,8,18,5,21.70%,CalhSh00
524,Carter Coughlin,NYG,23,LB,14,2,0,4,3,75.00%,29,9.7,7.3,0,94.8,5.3,18,11,7,3,1,1,5,17,2,10.50%,CougCa00
525,Tyrel Dodson,BUF,22,LB,10,2,0,14,11,78.60%,69,6.3,4.9,0,87.2,5.6,23,46,16,0,0,1,1,22,4,15.40%,DodsTy01
526,Troy Dye,MIN,24,LLB,11,5,0,12,8,66.70%,60,7.5,5,1,106.2,4.3,5,55,6,0,1,0,1,28,3,9.70%,DyexTr00
527,Brandon Facyson,LAC,26,DB,13,0,0,12,9,75.00%,58,6.4,4.8,0,84.7,8.7,51,7,0,0,0,0,0,16,0,0.00%,FacyBr00
528,Matthias Farley,NYJ,28,DB,16,2,0,12,3,25.00%,22,7.3,1.8,2,79.2,10.1,8,14,15,0,1,0,1,24,4,14.30%,FarlMa00
529,Rudy Ford,PHI,26,DB,8,1,0,6,3,50.00%,27,9,4.5,0,62.5,4.8,5,22,0,0,0,0,0,15,1,6.30%,FordRu00
530,Porter Gustin,CLE,23,DE,14,3,0,1,0,0.00%,0,,0,0,39.6,5,0,0,1,5,2,0,7,30,3,9.10%,GustPo01
531,Davontae Harris,2TM,25,DB,11,2,0,21,11,52.40%,188,17.1,9,1,98.9,13.6,152,36,0,0,0,0,0,14,1,6.70%,HarrDa05
532,Dane Jackson,BUF,24,CB,5,2,1,21,13,61.90%,155,11.9,7.4,2,96.3,10,98,57,0,0,0,0,0,15,1,6.30%,JackDa02
533,Justin Layne,PIT,22,DB,16,0,0,12,10,83.30%,127,12.7,10.6,1,138.5,7.8,72,55,0,0,0,0,0,22,5,18.50%,LaynJu00
534,Jacob Martin,HOU,25,DE,14,1,0,10,6,60.00%,52,8.7,5.2,0,73.7,5.7,18,34,24,1,0,3,4,20,4,16.70%,MartJa02
535,Mike Pennel,KAN,29,DT,14,1,0,2,2,100.00%,10,5,5,1,127.1,1,2,8,0,0,1,0,1,29,1,3.30%,PennMi00
536,Sheldon Rankins,NOR,26,DT,12,1,0,1,0,0.00%,0,,0,0,39.6,-4,0,0,0,3,7,1.5,12,20,2,9.10%,RankSh00
537,Alton Robinson,SEA,22,DE,14,1,0,1,1,100.00%,5,5,5,0,87.5,4,4,1,2,6,1,4,11,22,3,12.00%,RobiAl03
538,Rashard Robinson,DAL,25,DB,4,3,0,16,13,81.30%,106,8.2,6.6,2,133.9,6.2,75,31,1,0,0,0,0,20,1,4.80%,RobiRa00
539,Bravvion Roy,CAR,24,LDT,15,9,0,1,1,100.00%,1,1,1,0,79.2,-8,-8,9,0,3,4,1,8,29,5,14.70%,RoyxBr00
540,D.J. Swearinger,NOR,29,DB,11,0,0,8,6,75.00%,89,14.8,11.1,0,110.9,15.5,77,12,2,0,0,0,0,14,0,0.00%,SweaDJ00
541,Kindle Vildor,CHI,23,CB,16,1,0,17,12,70.60%,127,10.6,7.5,2,131.2,8.6,96,31,0,0,0,0,0,17,0,0.00%,VildKi00
542,Justin Zimmer,BUF,28,DT,12,0,0,0,0,,0,,,0,,,0,0,0,2,6,1,9,21,3,12.50%,ZimmJu00
543,Dakota Allen,JAX,25,LB,13,2,0,13,10,76.90%,36,3.6,2.8,0,78.7,2.2,-18,54,4,0,1,0,1,18,2,10.00%,AlleDa01
544,Austin Bryant,DET,24,DE,6,1,0,0,0,,0,,,0,,,0,0,0,2,1,0,3,17,1,5.60%,BryaAu00
545,K'Lavon Chaisson,JAX,21,LB,16,3,0,2,2,100.00%,4,2,2,0,79.2,-0.5,-1,5,6,4,7,1,12,19,3,13.60%,ChaiKL00
546,Doug Costin,JAX,23,RDT,12,9,0,2,2,100.00%,15,7.5,7.5,0,97.9,-5,-10,25,7,2,1,0,3,32,0,0.00%,CostDo00
547,Vinny Curry,PHI,32,DE,11,3,0,0,0,,0,,,0,,,0,0,0,3,6,3,13,16,3,15.80%,CurrVi00
548,Marcus Davenport,NOR,24,DE,11,1,0,0,0,,0,,,0,,,0,0,1,9,6,1.5,17,21,0,0.00%,DaveMa00
549,Brandon Dunn,HOU,28,NT,13,13,0,0,0,,0,,,0,,,0,0,0,3,3,0,6,26,0,0.00%,DunnBr00
550,Trey Flowers,DET,27,LDE,7,5,0,1,1,100.00%,11,11,11,0,112.5,2,2,9,0,3,2,2,7,22,2,8.30%,FlowTr00
551,Dante Fowler,ATL,26,RDE,14,13,0,5,3,60.00%,8,2.7,1.6,0,64.6,2.4,3,5,32,14,5,3,23,23,8,25.80%,FowlDa00
552,Da'Shawn Hand,DET,25,DE,10,1,0,0,0,,0,,,0,,,0,0,0,3,0,0,3,19,1,5.00%,HandDa00
553,DeAndre Houston-Carson,CHI,27,DB,16,0,1,12,9,75.00%,117,13,9.8,0,70.5,9.9,81,36,0,0,0,0,0,15,1,6.30%,HousDe00
554,Bryce Huff,NYJ,22,LB,14,0,0,4,4,100.00%,13,3.3,3.3,0,80.2,1.3,5,8,9,4,2,2,8,16,1,5.90%,HuffBr00
555,Michael Jacquet,PHI,23,DB,7,2,0,28,20,71.40%,380,19,13.6,2,137.5,12,188,192,2,0,0,1,2,18,1,5.30%,JacqMi00
556,Joshua Kalu,TEN,25,DB,15,0,0,2,2,100.00%,44,22,22,0,118.7,21,42,2,0,0,0,0,0,16,0,0.00%,KaluJo00
557,Kingsley Keke,GNB,24,RDE,15,9,0,1,1,100.00%,15,15,15,0,118.7,-4,-4,19,0,4,4,4,12,21,3,12.50%,KekeKi00
558,Hercules Mata'afa,MIN,25,DE,13,1,0,0,0,,0,,,0,,,0,0,9,5,2,2.5,11,24,5,17.20%,MataHe00
559,Tyler Matakevich,BUF,28,LB,16,0,0,8,6,75.00%,50,8.3,6.3,0,90.6,4.9,23,27,7,1,0,0,1,23,0,0.00%,MataTy00
560,Whitney Mercilus,HOU,30,LOLB,13,12,0,7,5,71.40%,56,11.2,8,0,94.9,1.4,-5,61,36,3,3,4,10,21,5,19.20%,MercWh00
561,Tim Settle,WAS,23,DT,16,1,0,0,0,,0,,,0,,,0,0,3,3,2,5,10,19,2,9.50%,SettTi00
562,Armon Watts,MIN,24,DT,16,0,0,0,0,,0,,,0,,,0,0,0,3,1,0.5,5,31,2,6.10%,WattAr01
563,Joejuan Williams,NWE,23,DB,15,0,0,11,6,54.50%,85,14.2,7.7,0,79.7,13.4,72,13,1,0,0,0,0,18,0,0.00%,WillJo13
564,Nick Williams,DET,30,DT/DE,14,13,0,0,0,,0,,,0,,,0,0,0,7,2,1,10,23,1,4.20%,WillNi01
565,Shawn Williams,CIN,29,DB,13,0,0,5,4,80.00%,58,14.5,11.6,0,115,7.6,30,28,11,0,0,0,0,16,1,5.90%,WillSh02
566,Olasunkanmi Adeniyi,PIT,23,LB,15,1,0,1,1,100.00%,5,5,5,0,87.5,5,5,0,14,4,0,0,4,16,1,5.90%,AdenOl00
567,Lorenzo Carter,NYG,25,LOLB,5,5,0,2,2,100.00%,22,11,11,1,152.1,0,0,22,25,3,3,1,7,15,1,6.30%,CartLo01
568,Sean Davis,PIT,27,DB,16,1,0,4,3,75.00%,37,12.3,9.3,0,103.1,8.3,33,4,0,0,0,0,0,12,0,0.00%,DaviSe00
569,Mario Edwards,CHI,26,DE,15,0,0,0,0,,0,,,0,,,0,0,0,2,3,4,9,17,0,0.00%,EdwaMa01
570,A.J. Epenesa,BUF,22,DE,14,1,0,1,1,100.00%,7,7,7,0,95.8,7,7,0,1,3,3,1,7,14,0,0.00%,EpenAJ00
571,Neville Gallimore,DAL,23,NT,14,9,0,1,1,100.00%,10,10,10,0,108.3,7,7,3,0,2,3,0.5,6,28,1,3.40%,GallNe00
572,Carl Granderson,NOR,24,DE,15,0,0,0,0,,0,,,0,,,0,0,1,0,5,5,11,14,4,22.20%,GranCa01
573,Darius Harris,KAN,24,LB,4,2,0,13,11,84.60%,157,14.3,12.1,1,142.6,5.4,70,87,7,0,0,0,0,14,3,17.60%,HarrDa07
574,Noah Igbinoghene,MIA,21,CB,16,2,0,25,14,56.00%,282,20.1,11.3,3,135.3,14.2,208,74,0,0,0,0,0,13,4,23.50%,IgbiNo00
575,Darryl Johnson,BUF,23,DE,15,0,0,2,1,50.00%,3,3,1.5,0,56.2,7,0,3,0,2,2,1,5,14,1,6.70%,JohnDa10
576,Dion Jordan,SFO,30,DE,13,1,0,0,0,,0,,,0,,,0,0,0,2,2,3,8,17,3,15.00%,JordDi00
577,Zach Kerr,CAR,30,DT,13,4,0,2,2,100.00%,20,10,10,0,108.3,-3.5,-7,27,0,3,6,2,13,32,0,0.00%,KerrZa00
578,Sean Lee,DAL,34,LB,9,2,0,10,8,80.00%,73,9.1,7.3,0,97.1,6.6,48,25,3,0,1,0,1,20,5,20.00%,LeexSe99
579,Ryan Lewis,NYG,26,DB,5,3,0,19,10,52.60%,202,20.2,10.6,0,90.2,14.9,156,46,1,0,0,0,0,13,1,7.10%,LewiRy01
580,Justin Madubuike,BAL,23,DT,10,3,0,0,0,,0,,,0,,,0,0,0,0,1,1,2,19,0,0.00%,MaduJu00
581,Sherrick McManis,CHI,33,DB,11,0,1,1,1,100.00%,19,19,19,0,79.2,19,19,0,0,0,0,0,0,12,0,0.00%,McMaSh99
582,Anthony Nelson,TAM,23,DE,16,1,0,4,4,100.00%,41,10.3,10.3,0,109.4,-0.5,-2,43,34,6,6,1,13,18,3,14.30%,NelsAn01
583,Charles Omenihu,HOU,23,DE,15,5,0,1,1,100.00%,28,28,28,0,118.7,-2,-2,30,0,5,12,4,21,17,3,15.00%,OmenCh00
584,Harrison Phillips,BUF,24,DT,12,3,0,0,0,,0,,,0,,,0,0,0,4,4,0,8,18,1,5.30%,PhilHa00
585,John Reid,HOU,24,CB,13,1,0,11,8,72.70%,74,9.3,6.7,1,121,8,48,26,7,1,0,0,1,13,2,13.30%,ReidJo00
586,Patrick Robinson,NOR,33,DB,12,4,2,25,16,64.00%,240,15,9.6,1,75.4,14,190,50,0,0,0,0,0,14,0,0.00%,RobiPa99
587,Nick Scott,LAR,25,DB,15,0,0,7,6,85.70%,52,8.7,7.4,0,97.6,11.6,30,22,3,0,0,0,0,16,1,5.90%,ScotNi01
588,Vernon Scott,GNB,23,S,15,0,0,6,4,66.70%,22,5.5,3.7,0,72.9,3.2,14,8,3,0,0,1,1,13,1,7.10%,ScotVe00
589,Tye Smith,TEN,27,DB,12,3,0,20,15,75.00%,169,11.3,8.5,2,133.1,10.3,131,38,1,0,0,0,0,15,0,0.00%,SmitTy01
590,Tedric Thompson,KAN,25,DB,8,0,0,8,7,87.50%,52,7.4,6.5,0,93.7,2.8,25,27,8,0,0,0,0,13,3,18.80%,ThomTe00
591,Xavier Williams,2TM,28,DT,12,3,0,1,0,0.00%,0,,0,0,39.6,3,0,0,0,1,0,1,2,24,3,11.10%,WillXa00
592,Ross Blacklock,HOU,22,DT,15,1,0,1,1,100.00%,-1,-1,-1,0,79.2,-4,-4,3,0,0,2,0,2,14,2,12.50%,BlacRo00
593,Taven Bryan,JAX,24,LDT,16,8,0,0,0,,0,,,0,,,0,0,0,2,5,0.5,8,18,0,0.00%,BryaTa00
594,Joe Giles-Harris,JAX,23,LB,9,3,0,3,3,100.00%,18,6,6,0,91.7,3.3,10,8,22,0,4,1,5,20,1,4.80%,GileJo01
595,Davon Godchaux,MIA,26,NT,5,5,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,16,0,0.00%,GodcDa00
596,Jonathan Greenard,HOU,23,LB,13,1,0,7,6,85.70%,55,9.2,7.9,0,99.4,2.7,23,32,24,0,2,1,3,19,5,20.80%,GreeJo04
597,Anfernee Jennings,NWE,23,LB,14,4,0,5,4,80.00%,24,6,4.8,0,86.7,1.6,8,16,15,1,1,0,2,20,2,9.10%,JennAn00
598,Arden Key,LVR,24,DE,14,0,0,3,2,66.70%,8,4,2.7,0,70.1,-1,-3,11,0,5,11,0,16,15,3,16.70%,KeyxAr00
599,Kevin Minter,TAM,30,LB,16,1,0,10,9,90.00%,72,8,7.2,2,136.2,4.2,26,46,8,0,0,0,0,15,3,16.70%,MintKe00
600,Efe Obada,CAR,28,DE,16,1,0,0,0,,0,,,0,,,0,0,1,5,9,5.5,21,18,4,18.20%,ObadEf00
601,Corey Peters,ARI,32,NT,9,9,0,1,0,0.00%,0,,0,0,39.6,-2,0,0,0,1,2,2,5,15,1,6.30%,PeteCo00
602,Jordan Phillips,ARI,28,RDT,9,9,0,1,1,100.00%,15,15,15,0,118.7,2,2,13,0,2,2,2,6,11,3,21.40%,PhilJo01
603,Mike Purcell,DEN,29,NT,6,6,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,15,1,6.30%,PurcMi00
604,Josiah Scott,JAX,21,CB,6,0,0,7,6,85.70%,77,12.8,11,0,112.5,11.7,52,25,2,0,0,0,0,11,0,0.00%,ScotJo00
605,Jabaal Sheard,2TM,31,DE,10,3,0,3,3,100.00%,5,1.7,1.7,0,79.2,1,3,2,0,5,4,1.5,12,19,1,5.00%,SheaJa00
606,Kevin Strong,DET,24,DT,6,1,0,0,0,,0,,,0,,,0,0,0,0,1,1,2,15,2,11.80%,StroKe00
607,Adarius Taylor,CAR,30,LB,13,2,0,9,8,88.90%,67,8.4,7.4,1,134.7,4,33,34,1,0,0,0,0,19,2,9.50%,GlanAd00
608,Tramon Williams,BAL,37,DB,6,0,0,15,9,60.00%,102,11.3,6.8,1,102.6,7.2,59,43,14,0,2,0,2,14,1,6.70%,WillTr99
609,Tashawn Bower,NWE,25,DE,7,3,0,1,0,0.00%,0,,0,0,39.6,2,0,0,0,4,0,0,4,11,1,8.30%,BoweTa00
610,Shaun Bradley,PHI,23,LB,15,0,0,1,1,100.00%,7,7,7,0,95.8,-3,-3,10,0,0,0,0,0,15,2,11.80%,BradSh00
611,Malcom Brown,NOR,26,RDT,13,13,0,0,0,,0,,,0,,,0,0,1,1,1,1,3,27,1,3.60%,BrowMa01
612,Myles Bryant,NWE,22,CB,9,0,1,11,6,54.50%,65,10.8,5.9,1,64.6,8.1,36,29,6,0,0,0,0,12,1,7.70%,BryaMy01
613,Vernon Butler,BUF,26,LDT,14,9,0,0,0,,0,,,0,,,0,0,0,2,2,0,4,18,0,0.00%,ButlVe00
614,Ross Cockrell,TAM,29,DB,12,2,0,21,16,76.20%,130,8.1,6.2,1,107.2,5.9,51,79,8,0,1,0,1,11,2,15.40%,CockRo00
615,Adrian Colbert,NYG,27,DB,6,2,0,5,4,80.00%,76,19,15.2,1,158.3,16.2,66,10,0,0,0,0,0,13,0,0.00%,ColbAd00
616,Trevon Coley,ARI,26,DT,6,2,0,1,1,100.00%,-3,-3,-3,0,79.2,-6,-6,3,0,0,1,1,2,14,1,6.70%,ColeTr01
617,William Compton,TEN,31,LB,12,1,0,7,4,57.10%,60,15,8.6,0,85.4,2.3,9,51,2,0,0,0,0,18,3,14.30%,CompWi00
618,Mike Ford,DET,25,DB,9,1,0,6,5,83.30%,38,7.6,6.3,0,93.1,10.7,30,8,0,0,0,0,0,12,2,14.30%,FordMi01
619,Greg Gaines,LAR,24,DT,16,0,0,1,1,100.00%,10,10,10,0,108.3,4,4,6,0,1,1,1.5,4,18,1,5.30%,GainGr00
620,Yetur Gross-Matos,CAR,22,RDE,12,7,0,0,0,,0,,,0,,,0,0,0,5,4,2.5,12,24,1,4.00%,GrosYe00
621,Antonio Hamilton,KAN,27,DB,16,0,0,9,8,88.90%,131,16.4,14.6,1,155.8,10.9,87,44,7,1,1,0,2,12,2,14.30%,HamiAn01
622,Myles Hartsfield,CAR,23,DB,16,0,0,13,8,61.50%,90,11.3,6.9,0,82.2,10.5,37,53,4,0,0,0,0,14,2,12.50%,HartMy00
623,Mike Hughes,MIN,23,DB,4,2,0,16,12,75.00%,157,13.1,9.8,1,126.3,8.4,93,64,1,0,0,0,0,13,4,23.50%,HughMi00
624,Joel Iyiegbuniwe,CHI,25,LB,16,0,0,2,1,50.00%,1,1,0.5,1,95.8,4,1,0,0,0,0,0,0,12,0,0.00%,IyieJo00
625,Adoree' Jackson,TEN,25,DB,3,2,0,16,13,81.30%,152,11.7,9.5,3,145.8,12.2,127,25,1,0,0,0,0,12,3,20.00%,JackAd00
626,Khalid Kareem,CIN,22,DE,16,0,0,1,1,100.00%,8,8,8,0,100,2,2,6,1,2,1,1,4,19,1,5.00%,KareKh00
627,Ryan Kerrigan,WAS,32,DE,16,1,0,4,3,75.00%,29,9.7,7.3,0,94.8,1,5,24,2,7,0,5.5,13,17,3,15.00%,KerrRy00
628,Siran Neal,BUF,26,DB,16,0,0,9,6,66.70%,49,8.2,5.4,0,80.3,8.6,30,19,4,0,1,0,1,13,1,7.10%,NealSi00
629,Hardy Nickerson,MIN,26,LB,14,1,1,3,1,33.30%,41,41,13.7,0,42.4,6.3,15,26,4,0,0,0,0,14,0,0.00%,NickHa02
630,Keisean Nixon,LVR,23,DB,15,1,0,14,10,71.40%,167,16.7,11.9,1,135.1,10.6,102,65,0,0,1,0,1,14,2,12.50%,NixoKe00
631,Alex Okafor,KAN,29,DE,11,0,0,4,2,50.00%,35,17.5,8.8,0,80.2,7.5,27,8,7,4,6,3,15,16,2,11.10%,OkafAl00
632,Jalen Reeves-Maybin,DET,25,LB,16,0,0,1,1,100.00%,7,7,7,0,95.8,-4,-4,11,2,0,0,0,0,10,1,9.10%,ReevJa00
633,Hassan Ridgeway,PHI,26,DT,7,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,11,0,0.00%,RidgHa00
634,Duke Shelley,CHI,24,DB,11,2,0,20,16,80.00%,167,10.4,8.4,1,118.1,7.6,94,73,5,0,0,0,0,16,1,5.90%,ShelDu00
635,Damion Square,LAC,31,DE,16,1,0,0,0,,0,,,0,,,0,0,0,0,1,1,2,20,3,13.00%,SquaDa00
636,Vincent Taylor,CLE,26,DT,15,1,0,1,0,0.00%,0,,0,0,39.6,0,0,0,0,1,1,0,2,12,2,14.30%,TaylVi00
637,DeMarcus Walker,DEN,26,DE,13,4,0,1,1,100.00%,22,22,22,0,118.7,8,8,14,0,3,1,4.5,9,18,2,10.00%,WalkDe03
638,Brandon Wilson,CIN,26,RB,15,0,0,3,2,66.70%,66,33,22,0,109.7,17.7,42,24,6,0,0,0,0,13,0,0.00%,WilsBr01
639,Josh Woods,CHI,24,LB,15,0,0,5,4,80.00%,42,10.5,8.4,1,141.2,10.4,29,13,0,0,0,0,0,14,0,0.00%,WoodJo02
640,Allen Bailey,ATL,31,DE,16,4,0,0,0,,0,,,0,,,0,0,0,3,3,1.5,8,15,1,6.30%,BailAl00
641,Cam Brown,NYG,22,LB,15,0,0,1,1,100.00%,16,16,16,0,118.7,4,4,12,8,1,3,0,4,12,2,14.30%,BrowCa01
642,Maliek Collins,LVR,25,RDT,12,11,0,0,0,,0,,,0,,,0,0,0,6,1,0,7,15,0,0.00%,CollMa00
643,John Franklin-Myers,NYJ,24,DT,15,2,0,1,1,100.00%,4,4,4,1,122.9,-1,-1,5,0,9,11,3,23,19,6,24.00%,FranJo02
644,J.T. Gray,NOR,24,DB,16,0,0,1,0,0.00%,0,,0,0,39.6,10,0,0,0,0,0,0,0,8,0,0.00%,GrayJ.00
645,Charles Harris,ATL,25,DE,13,1,0,6,4,66.70%,36,9,6,0,82.6,1.5,1,35,5,3,2,3,8,18,2,10.00%,HarrCh03
646,Jaylinn Hawkins,ATL,23,S,12,2,0,7,5,71.40%,96,19.2,13.7,0,113.7,7.4,56,40,5,0,0,0.5,1,13,2,13.30%,HawkJa00
647,Lano Hill,SEA,25,DB,2,0,0,7,6,85.70%,84,14,12,0,116.7,11,73,11,1,0,0,0,0,10,1,9.10%,HillDe02
648,Khaleke Hudson,WAS,23,S,16,2,0,3,2,66.70%,9,4.5,3,0,70.1,2,1,8,0,0,1,0,1,14,0,0.00%,HudsKh00
649,Austin Johnson,NYG,26,NT,16,0,0,0,0,,0,,,0,,,0,0,0,2,0,1,3,18,0,0.00%,JohnAu01
650,Tyler Lancaster,GNB,26,DT,15,3,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,23,2,8.00%,LancTy00
651,Blake Lynch,MIN,23,LB,4,1,0,3,2,66.70%,53,26.5,17.7,0,109.7,7.3,18,35,4,1,0,0,1,12,0,0.00%,LyncBl00
652,Josh Metellus,MIN,22,S,15,0,0,1,1,100.00%,7,7,7,1,135.4,7,7,0,0,0,0,0,0,9,0,0.00%,MeteJo00
653,Ogbonnia Okoronkwo,LAR,25,LB,10,0,0,1,1,100.00%,7,7,7,0,95.8,7,7,0,14,2,2,1,5,12,0,0.00%,OkorOg00
654,D.J. Reader,CIN,26,LDT,5,5,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,19,2,9.50%,ReadD.00
655,Edmond Robinson,ATL,28,LB,13,0,0,1,0,0.00%,0,,0,0,39.6,-5,0,0,5,0,1,0,1,15,0,0.00%,RobiEd00
656,Nathan Shepherd,NYJ,27,DT,14,3,0,0,0,,0,,,0,,,0,0,0,1,5,2.5,9,17,1,5.60%,ShepNa00
657,Andre Smith,BUF,23,LB,12,0,0,5,5,100.00%,25,5,5,0,87.5,1.8,9,16,0,0,0,0,0,9,1,10.00%,SmitAn04
658,James Smith-Williams,WAS,23,DE,14,0,0,1,1,100.00%,-1,-1,-1,0,79.2,-7,-7,6,0,0,1,0.5,2,10,0,0.00%,SmitJa08
659,Michael Thomas,HOU,30,DB,9,0,0,9,6,66.70%,47,7.8,5.2,0,79.4,3.2,3,44,14,1,0,0,1,16,0,0.00%,ThomMi02
660,Jaylen Watkins,LAC,29,DB,3,1,0,3,1,33.30%,31,31,10.3,0,72.9,15.7,10,21,0,0,0,0,0,8,1,11.10%,WatkJa01
661,Josh Allen,JAX,23,LDE,8,7,0,0,0,,0,,,0,,,0,0,0,5,8,2.5,16,13,2,13.30%,AlleJo03
662,Luq Barcoo,JAX,22,CB,3,1,0,16,11,68.80%,146,13.3,9.1,2,137,10.8,109,37,0,0,0,0,0,10,3,23.10%,BarcLu00
663,Zack Baun,NOR,24,LB,15,3,0,2,2,100.00%,1,0.5,0.5,0,79.2,-1,-2,3,5,0,0,0,0,12,2,14.30%,BaunZa00
664,Tony Brown,CIN,25,DB,13,1,0,15,7,46.70%,88,12.6,5.9,1,87.6,13.4,51,37,1,0,0,0,0,13,1,7.10%,BrowTo01
665,Isaiah Buggs,PIT,24,DT,10,1,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,11,0,0.00%,BuggIs00
