Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
163,A.J. Klein,NOR,27,RLB,16,15,1,35,22,62.90%,247,11.2,7.1,0,72,5.8,130,117,53,1,2,2,5,70,5,6.70%,KleiAJ00
164,DeMarcus Lawrence*,DAL,26,LDE,16,15,1,1,0,0.00%,0,,0,0,0,0,0,0,0,20,10,10.5,42,64,10,13.50%,LawrDe00
165,D.J. Swearinger,WAS,27,FS,15,15,4,47,29,61.70%,369,12.7,7.9,2,64.9,10.1,234,135,18,5,1,1,7,53,11,17.20%,SweaDJ00
166,Bene Benwikere,2TM,27,DB/RCB,15,8,1,60,38,63.30%,383,10.1,6.4,2,85.6,8.7,207,176,8,0,0,0.5,1,54,8,12.90%,BenwBe00
167,Bradley Chubb,DEN,22,LOLB,16,16,0,13,7,53.80%,120,17.1,9.2,1,111.1,4.3,37,83,66,15,8,12,36,60,13,17.80%,ChubBr00
168,Justin Coleman,SEA,25,DB,16,5,1,78,48,61.50%,524,10.9,6.7,2,84.6,6,185,339,19,2,0,0.5,3,55,9,14.10%,ColeJu01
169,Aaron Donald*+,LAR,27,RDT,16,16,0,1,0,0.00%,0,,0,0,39.6,-2,0,0,0,30,19,20.5,70,59,6,9.20%,DonaAa00
170,Casey Hayward,LAC,29,RCB,16,16,0,66,35,53.00%,501,14.3,7.6,3,93.1,12.2,390,111,0,0,0,0,0,46,2,4.20%,HaywCa00
171,Akiem Hicks*,CHI,29,LDE,16,16,0,1,1,100.00%,6,6,6,0,91.7,4,4,2,0,14,7,7.5,29,55,5,8.30%,HickAk00
172,Micah Hyde,BUF,28,SS,15,15,2,46,25,54.30%,256,10.2,5.6,8,92,12.8,189,67,14,0,0,0,0,58,8,12.10%,HydeMi00
173,Eddie Jackson*+,CHI,25,SS,14,14,6,54,27,50.00%,311,11.5,5.8,2,40.5,11.5,138,173,1,0,0,1,1,51,11,17.70%,JackEd01
174,Xavier Rhodes,MIN,28,RCB,14,14,1,80,49,61.30%,557,11.4,7,2,85.3,10.7,348,209,0,0,0,0,0,47,3,6.00%,RhodXa00
175,Darryl Roberts,NYJ,28,LCB/FS,16,10,1,57,34,59.60%,449,13.2,7.9,4,100.7,12.7,307,142,1,0,1,0,1,48,11,18.60%,RobeDa00
176,Adarius Taylor,TAM,28,MLB,15,10,1,32,25,78.10%,271,10.8,8.5,2,109.8,4.5,130,141,26,2,0,1,3,60,6,9.10%,GlanAd00
177,Michael Thomas*,NYG,28,SS,16,6,2,31,15,48.40%,159,10.6,5.1,0,36.9,7.1,104,55,15,0,0,1,1,59,5,7.80%,ThomMi02
178,Tedric Thompson,SEA,23,FS,14,10,1,22,14,63.60%,269,19.2,12.2,3,126.7,14.6,204,65,1,0,0,0,0,57,11,16.20%,ThomTe00
179,Kenny Vaccaro,TEN,27,SS,13,13,1,32,17,53.10%,198,11.6,6.2,2,79.9,11.5,122,76,17,3,1,2,6,58,4,6.50%,VaccKe00
180,Denzel Ward*,CLE,21,LCB,13,12,3,90,46,51.10%,507,11,5.6,5,72.8,9.9,352,155,0,0,0,0,0,53,10,15.90%,WardDe02
181,Kentrell Brice,GNB,24,FS,14,10,0,32,25,78.10%,378,15.1,11.8,4,155.5,8.4,236,142,8,0,0,1,1,50,18,26.50%,BricKe00
182,Michael Davis,LAC,23,LCB,16,9,0,67,42,62.70%,521,12.4,7.8,3,101.6,9.1,340,181,0,0,0,0,0,50,6,10.70%,DaviMi03
183,Jordan Evans,CIN,23,RLB,14,5,1,25,17,68.00%,189,11.1,7.6,3,113.2,5.3,97,92,8,0,0,1.5,2,61,3,4.70%,EvanJo01
184,Marcus Gilchrist,OAK,30,SS,16,16,3,61,37,60.70%,448,12.1,7.3,9,102.3,13.5,309,139,7,0,0,0,0,58,7,10.80%,GilcMa00
185,Stephon Gilmore*+,NWE,28,RCB,16,16,2,95,46,48.40%,518,11.3,5.5,5,73.9,14.1,420,98,2,0,0,1,1,45,1,2.20%,GilmSt00
186,Chris Harris Jr.*,DEN,29,RCB,12,12,3,71,46,64.80%,497,10.8,7,4,86.4,7.8,345,152,8,0,0,1,1,49,6,10.90%,HarrCh01
187,Isaiah Johnson,TAM,26,DB,15,4,1,26,20,76.90%,316,15.8,12.2,5,140.4,14,220,96,5,0,0,0,0,48,3,5.90%,JohnIs00
188,Josh Jones,GNB,24,FS,13,5,0,27,20,74.10%,220,11,8.1,1,110.1,7.9,146,74,27,1,0,1,2,55,7,11.30%,JoneJo06
189,Josh Norman,WAS,31,RCB,16,16,3,86,57,66.30%,733,12.9,8.5,8,109.3,8.5,396,337,0,0,0,0,0,64,11,14.70%,NormJo01
190,Coty Sensabaugh,PIT,30,RCB,15,10,0,61,35,57.40%,397,11.3,6.5,4,98.9,11.2,279,118,1,0,0,0,0,45,2,4.30%,SensCo00
191,Darius Slay*,DET,27,LCB,15,15,3,94,44,46.80%,520,11.8,5.5,6,72.1,14.2,403,117,1,0,0,0,0,43,3,6.50%,SlayDa00
192,K'Waun Williams,SFO,27,DB,14,11,0,53,40,75.50%,389,9.7,7.3,3,114.4,5.9,156,233,19,4,0,0,4,45,8,15.10%,WillKW00
193,Tramon Williams,GNB,35,SS/LCB,16,16,0,62,34,54.80%,427,12.6,6.9,7,114.1,10.3,275,152,15,0,0,0,0,54,7,11.50%,WillTr99
194,Kenny Young,BAL,24,LB,16,3,0,23,15,65.20%,93,6.2,4,1,87.8,1.6,-1,94,36,4,6,2.5,13,51,8,13.60%,YounKe03
195,Anthony Barr*,MIN,26,RLB,13,13,0,34,27,79.40%,284,10.5,8.4,3,130.9,3,64,220,72,6,0,3,9,55,7,11.30%,BarrAn00
196,Bryce Callahan,CHI,27,DB,13,10,2,53,38,71.70%,350,9.2,6.6,1,79.9,5.7,126,224,18,3,3,2,8,45,6,11.80%,CallBr00
197,Brandon Carr,BAL,32,LCB,16,16,2,92,46,50.00%,696,15.1,7.6,0,66.2,11.8,404,292,14,1,1,0,2,45,8,15.10%,CarrBr99
198,Ronald Darby,PHI,24,RCB,9,9,1,82,50,61.00%,525,10.5,6.4,3,86.7,10.7,400,125,1,0,0,0,0,43,7,14.00%,DarbRo00
199,D.J. Hayden,JAX,28,DB,10,6,1,49,37,75.50%,256,6.9,5.2,1,85.1,4.3,53,203,15,0,1,1,2,46,8,14.80%,HaydDJ00
200,Josh Jackson,GNB,22,RCB/DB,16,10,0,64,40,62.50%,557,13.9,8.7,3,106.1,9.6,326,231,19,2,0,0,2,49,11,18.30%,JackJo01
201,Xavier Woods,DAL,23,FS,14,14,2,40,24,60.00%,298,12.4,7.5,2,79,8,163,135,0,0,0,0,0,56,6,9.70%,WoodXa00
202,Anthony Brown,DAL,25,DB,15,10,1,64,40,62.50%,515,12.9,8,5,107.2,8.9,248,267,17,0,1,2,3,44,8,15.40%,BrowAn02
203,Jadeveon Clowney*,HOU,25,ROLB,15,14,0,1,0,0.00%,0,,0,0,39.6,2,0,0,20,27,11,9,48,47,8,14.50%,ClowJa00
204,L.J. Fort,PIT,28,LB,15,2,0,25,19,76.00%,203,10.7,8.1,1,112.6,6.1,111,92,31,2,1,1,4,48,3,5.90%,FortL.00
205,Josey Jewell,DEN,24,RILB,16,9,0,31,20,64.50%,180,9,5.8,3,112.3,3.7,45,135,13,1,0,0,1,58,4,6.50%,JeweJo00
206,Chandler Jones,ARI,28,RDE,16,16,0,4,4,100.00%,12,3,3,0,79.2,1.3,5,7,6,19,6,13,39,49,8,14.00%,JoneCh03
207,Captain Munnerlyn,CAR,30,DB,16,5,1,73,48,65.80%,512,10.7,7,2,89.5,7.3,229,283,31,4,0,2,6,47,3,6.00%,MunnCa99
208,Hardy Nickerson,CIN,24,MLB,16,7,0,36,27,75.00%,325,12,9,2,120.7,5.1,156,169,25,0,0,0,0,57,5,8.10%,NickHa02
209,Orlando Scandrick,KAN,31,LCB,15,7,1,92,52,56.50%,535,10.3,5.8,5,87,11.2,373,162,0,0,0,0,0,44,5,10.20%,ScanOr99
210,Khalil Mack*+,CHI,27,LOLB,14,13,1,8,6,75.00%,96,16,12,1,114.6,5,27,69,19,26,8,12.5,47,47,6,11.30%,MackKh00
211,Barkevious Mingo,SEA,28,LLB,16,14,0,24,20,83.30%,164,8.2,6.8,0,95.1,1.8,35,129,35,2,1,1,4,48,8,14.30%,MingBa00
212,Fabian Moreau,WAS,24,LCB,16,10,1,62,38,61.30%,570,15,9.2,3,100.9,9.8,350,220,10,2,0,0,2,58,5,7.90%,MoreFa00
213,Patrick Onwuasor,BAL,26,RILB,16,12,1,28,21,75.00%,161,7.7,5.8,2,97.5,3.7,61,100,43,0,5,5.5,11,59,9,13.20%,OnwuPa00
214,Duke Riley,ATL,24,LLB,16,10,0,32,20,62.50%,179,9,5.6,1,87.9,3.9,48,131,4,0,0,0,0,60,8,11.80%,RileDu00
215,Jabaal Sheard,IND,29,LDE/RDE,16,16,0,4,3,75.00%,15,5,3.8,0,80.2,-1,-1,16,0,11,4,5.5,23,50,6,10.70%,SheaJa00
216,Mackensie Alexander,MIN,25,DB,15,6,0,53,35,66.00%,318,9.1,6,0,82.1,5,93,225,17,1,0,4,5,43,5,10.40%,AlexMa01
217,Jurrell Casey*,TEN,29,RDE/NT,15,15,0,0,0,,0,,,0,,,0,0,2,15,5,7,28,62,5,7.50%,CaseJu00
218,Kenny Clark,GNB,23,NT,13,13,0,1,1,100.00%,9,9,9,0,104.2,5,5,4,1,7,2,6,15,55,5,8.30%,ClarKe01
219,Carlton Davis,TAM,22,LCB,13,12,0,62,39,62.90%,492,12.6,7.9,6,119.8,11.6,364,128,1,0,0,0,0,40,7,14.90%,DaviCa02
220,Erik Harris,OAK,28,DB,16,4,2,26,12,46.20%,151,12.6,5.8,2,58.3,16.5,119,32,12,0,1,0,1,49,4,7.50%,HarrEr00
221,Linval Joseph,MIN,30,RDT,15,15,0,1,1,100.00%,-5,-5,-5,0,79.2,-5,-5,0,0,3,1,1,5,58,3,4.90%,JoseLi99
222,Marquel Lee,OAK,23,MLB,16,10,0,25,18,72.00%,120,6.7,4.8,0,82.1,2.6,11,109,14,2,3,0,5,68,6,8.10%,LeexMa01
223,Jalen Mills,PHI,24,LCB,8,8,0,61,39,63.90%,636,16.3,10.4,2,109.7,12.6,426,210,1,0,0,0,0,42,8,16.00%,MillJa02
224,Ndamukong Suh,LAR,31,LDT,16,16,0,2,2,100.00%,12,6,6,0,91.7,1.5,3,9,0,5,8,4.5,18,59,3,4.80%,SuhxNd99
225,Jonathan Allen,WAS,23,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,8,5,8,22,61,4,6.20%,AlleJo01
226,Quinton Dunbar,WAS,26,LCB,7,6,2,47,31,66.00%,367,11.8,7.8,4,100.2,8.2,197,170,0,0,0,0,0,39,3,7.10%,DunbQu00
227,Myles Garrett*,CLE,23,LDE,16,16,0,4,3,75.00%,30,10,7.5,0,95.8,4.5,6,24,19,19,13,13.5,48,44,6,12.00%,GarrMy00
228,Trumaine Johnson,NYJ,28,LCB,10,10,4,72,43,59.70%,535,12.4,7.4,2,68.9,10.1,332,203,1,0,0,0,0,40,5,11.10%,JohnTr05
229,Chris Jones,KAN,24,RDE,16,11,1,1,1,100.00%,-1,-1,-1,0,39.6,-1,-1,0,0,19,13,15.5,49,40,5,11.10%,JoneCh09
230,Cameron Jordan*,NOR,29,LDE,16,16,0,3,2,66.70%,20,10,6.7,0,85.4,5,11,9,2,24,7,12,43,49,6,10.90%,JordCa00
231,Dre Kirkpatrick,CIN,29,LCB,13,13,0,72,36,50.00%,504,14,7,2,82.2,14.2,361,143,1,0,0,0,0,41,8,16.30%,KirkDr00
232,Daron Payne,WAS,21,NT,16,16,0,0,0,,0,,,0,,,0,0,0,6,2,5,13,56,3,5.10%,PaynDa00
233,Tavon Young,BAL,24,DB,15,6,1,53,33,62.30%,435,13.2,8.2,5,111.8,8.8,239,196,40,2,0,2,4,37,9,19.60%,YounTa01
234,Kwon Alexander,TAM,24,MLB,6,6,0,26,24,92.30%,170,7.1,6.5,2,119.6,2,53,117,28,0,1,1,2,45,5,10.00%,AlexKw00
235,Antone Exum,SFO,27,FS,15,7,1,19,11,57.90%,181,16.5,9.5,1,85.6,15.2,134,47,9,1,0,1,2,40,7,14.90%,ExumAn00
236,Leonard Floyd,CHI,26,ROLB,16,16,1,14,12,85.70%,88,7.3,6.3,1,86.9,4.1,49,39,18,13,6,4,23,47,7,13.00%,FloyLe00
237,Anthony Harris,MIN,27,SS,15,9,3,17,10,58.80%,110,11,6.5,1,58.1,11.4,81,29,7,0,1,0,1,46,3,6.10%,HarrAn01
238,William Jackson III,CIN,26,RCB,16,16,0,77,44,57.10%,566,12.9,7.4,7,110.6,12,359,207,1,0,0,0,0,41,8,16.30%,JackWi02
239,Taron Johnson,BUF,22,DB,11,2,1,41,25,61.00%,154,6.2,3.8,2,74.6,5.5,52,102,10,2,0,1,3,42,7,14.30%,JohnTa01
240,Deion Jones,ATL,24,LLB/MLB,6,6,2,31,23,74.20%,209,9.1,6.7,1,75.9,4.7,127,82,5,0,0,1,1,53,7,11.70%,JoneDe01
241,Karl Joseph,OAK,25,FS,13,8,1,14,8,57.10%,120,15,8.6,2,95.2,14.9,89,31,19,1,0,2,3,48,4,7.70%,JoseKa00
242,Terrance Mitchell,CLE,26,RCB,8,7,1,54,30,55.60%,343,11.4,6.4,2,79.5,8.6,175,168,2,0,0,0,0,38,0,0.00%,MitcTe00
243,Jarran Reed,SEA,26,LDT,16,16,0,1,1,100.00%,6,6,6,0,91.7,3,3,3,0,8,12,10.5,31,50,4,7.40%,ReedJa02
244,A'Shawn Robinson,DET,23,LDT,13,7,0,0,0,,0,,,0,,,0,0,0,8,1,1,10,49,2,3.90%,RobiAS00
245,Jimmy Smith,BAL,30,RCB,12,10,2,61,33,54.10%,417,12.6,6.8,2,72.9,12.3,304,113,2,0,0,0,0,45,6,11.80%,SmitJi03
246,Trae Waynes,MIN,26,LCB,14,14,1,58,37,63.80%,441,11.9,7.6,1,85.5,12.9,352,89,1,0,0,0,0,44,1,2.20%,WaynTr00
247,Arik Armstead,SFO,25,RDE,16,16,0,1,1,100.00%,16,16,16,0,118.7,-5,-5,21,0,14,5,3,22,48,7,12.70%,ArmsAr01
248,Michael Brockers,LAR,28,LDE,16,16,0,1,0,0.00%,0,,0,0,39.6,-2,0,0,0,6,2,1,9,54,3,5.30%,BrocMi00
249,Frank Clark,SEA,25,RDE,16,16,1,5,5,100.00%,34,6.8,6.8,0,55.4,0.8,4,30,2,22,12,13,48,41,11,21.20%,ClarFr01
250,Fletcher Cox*+,PHI,28,RDT,16,16,0,2,2,100.00%,2,1,1,0,79.2,-5,-10,12,0,15,18,10.5,45,46,3,6.10%,CoxxFl00
251,Rashaan Evans,TEN,23,RILB,15,7,0,20,14,70.00%,137,9.8,6.9,0,89,4.8,79,58,25,2,1,0,3,53,6,10.20%,EvanRa01
252,Kamu Grugier-Hill,PHI,24,LLB,16,10,1,19,15,78.90%,107,7.1,5.6,0,68.2,5.3,40,67,8,0,1,1,2,45,3,6.30%,GrugKa00
253,Derrick Kindred,CLE,25,DB,16,2,1,23,18,78.30%,247,13.7,10.7,1,107.8,6.8,159,88,22,0,1,0,1,45,7,13.50%,KindDe00
254,Larry Ogunjobi,CLE,24,LDT,16,16,0,2,2,100.00%,18,9,9,0,104.2,4.5,9,9,0,9,7,5.5,23,52,3,5.50%,OgunLa00
255,Corey Peters,ARI,30,LDT,15,15,0,0,0,,0,,,0,,,0,0,0,3,1,2.5,7,50,4,7.40%,PeteCo00
256,Marcus Peters,LAR,25,LCB,16,16,3,78,50,64.10%,732,14.6,9.4,6,104.2,10.1,489,243,2,0,1,0,1,43,7,14.00%,PeteMa00
257,Austin Calitro,SEA,24,RLB,16,5,0,22,18,81.80%,170,9.4,7.7,2,129.2,5.1,72,98,5,0,0,0.5,1,45,4,8.20%,CaliAu00
258,Barry Church,JAX,30,SS,11,11,1,30,16,53.30%,283,17.7,9.4,4,111.5,12.3,169,114,5,0,1,1,2,38,6,13.60%,ChurBa99
259,Trey Flowers,NWE,25,LDE,15,15,0,5,3,60.00%,13,4.3,2.6,0,64.6,-2.6,-7,20,1,17,10,7.5,36,57,2,3.40%,FlowTr00
260,Rodney Gunter,ARI,26,RDT,16,10,0,0,0,,0,,,0,,,0,0,0,7,4,4.5,16,44,4,8.30%,GuntRo00
261,Javon Hargrave,PIT,25,NT,16,14,0,0,0,,0,,,0,,,0,0,0,2,1,6.5,10,49,1,2.00%,HargJa00
262,Duron Harmon,NWE,27,DB,16,6,4,18,11,61.10%,198,18,11,1,77.8,14.9,132,66,14,0,1,0,1,38,1,2.60%,HarmDu00
263,B.J. Hill,NYG,23,LDE,16,12,0,0,0,,0,,,0,,,0,0,0,7,1,5.5,14,48,2,4.00%,HillB.00
264,Jaquiski Tartt,SFO,26,SS,8,8,1,29,20,69.00%,205,10.3,7.1,2,97.6,6.6,98,107,12,0,0,0,0,42,5,10.60%,TartJa00
265,Carlos Dunlap,CIN,29,LDE,16,16,0,2,2,100.00%,5,2.5,2.5,0,79.2,-3.5,-7,12,1,18,12,8,38,47,3,6.00%,DunlCa99
266,Phillip Gaines,2TM,27,DB/RCB,11,6,0,35,22,62.90%,290,13.2,8.3,1,98.5,11.3,235,55,2,0,0,0,0,39,1,2.50%,GainPh00
267,Davon Godchaux,MIA,24,LDT,16,16,0,0,0,,0,,,0,,,0,0,1,4,3,1,8,48,5,9.40%,GodcDa00
268,Brandon Graham,PHI,30,RDE,16,16,0,2,1,50.00%,4,4,2,0,56.2,-3,-3,7,3,17,4,4,26,39,6,13.30%,GrahBr99
269,Marlon Humphrey,BAL,22,RCB,14,8,2,89,42,47.20%,471,11.2,5.3,4,69.1,11,310,161,0,0,0,0,0,37,8,17.80%,HumpMa00
270,Dean Lowry,GNB,24,LDE,16,8,0,0,0,,0,,,0,,,0,0,1,9,2,3,14,44,7,13.70%,LowrDe00
271,Benson Mayowa,ARI,27,DE,15,4,0,2,0,0.00%,0,,0,0,39.6,4,0,0,0,7,5,4,16,38,5,11.60%,MayoBe00
272,Sharrod Neasman,ATL,27,DB,12,0,0,33,22,66.70%,238,10.8,7.2,4,127.3,7.8,144,94,4,0,0,0,0,44,7,13.70%,NeasSh00
273,Elandon Roberts,NWE,24,RLB,16,11,0,26,19,73.10%,229,12.1,8.8,0,99.7,4.9,108,121,22,1,1,1,3,65,4,5.80%,RobeEl00
274,Ryan Smith,TAM,25,LCB,16,6,1,43,27,62.80%,320,11.9,7.4,4,106.7,12,248,72,0,0,0,0,0,38,3,7.30%,SmitRy00
275,M.J. Stewart,TAM,23,DB,11,5,0,45,37,82.20%,423,11.4,9.4,4,135.5,7.4,204,219,19,1,1,0,2,33,4,10.80%,StewM.00
276,Greg Stroman,WAS,22,DB,15,3,1,44,28,63.60%,439,15.7,10,3,109.9,11.3,241,198,2,1,0,0,1,38,3,7.30%,StroGr00
277,Eric Wilson,MIN,24,LB,16,4,0,19,16,84.20%,95,5.9,5,1,105,0.7,14,81,15,1,1,2,4,42,5,10.60%,WilsEr00
278,Derek Wolfe,DEN,28,LDE,16,16,1,0,0,,0,,,0,,,0,0,0,5,3,1.5,10,43,0,0.00%,WolfDe00
279,Genard Avery,CLE,23,LLB,16,5,0,21,14,66.70%,168,12,8,1,106.8,5.3,58,110,77,12,8,4.5,25,40,3,7.00%,AverGe00
280,Tony Brown,GNB,23,DB,11,3,0,39,22,56.40%,223,10.1,5.7,2,90,9.5,165,58,0,0,0,0,0,34,2,5.60%,BrowTo01
281,Deone Bucannon,ARI,26,DB,13,6,0,17,12,70.60%,114,9.5,6.7,1,108.5,3,39,75,20,2,1,1,4,38,7,15.60%,BucaDe00
282,Rafael Bush,BUF,31,DB,15,7,0,37,30,81.10%,281,9.4,7.6,3,125.3,5,114,167,15,1,0,1.5,3,45,6,11.80%,BushRa00
283,Lorenzo Carter,NYG,23,LB,15,2,0,6,4,66.70%,8,2,1.3,0,70.1,4.3,6,2,32,10,5,4,19,43,0,0.00%,CartLo01
284,Bud Dupree,PIT,25,ROLB,16,15,1,10,9,90.00%,87,9.7,8.7,0,63.3,3,31,56,76,13,6,5.5,25,42,3,6.70%,DuprAl00
285,Holton Hill,MIN,21,DB,16,3,1,24,13,54.20%,142,10.9,5.9,1,68.4,15.5,124,18,0,0,0,0,0,36,3,7.70%,HillHo00
286,Malik Hooker,IND,22,FS,14,14,2,19,14,73.70%,302,21.6,15.9,2,111.1,18.8,195,107,0,0,0,0,0,44,5,10.20%,HookMa00
287,Jerry Hughes,BUF,30,RDE,16,16,0,3,1,33.30%,13,13,4.3,0,47.9,4.7,12,1,3,21,10,7,39,37,10,21.30%,HughJe99
288,Devon Kennard,DET,27,LLB,15,15,0,8,5,62.50%,40,8,5,0,75,0,-5,45,61,13,5,7,25,46,3,6.10%,KennDe00
289,Ryan Kerrigan*,WAS,30,ROLB,16,16,0,5,2,40.00%,21,10.5,4.2,0,52.9,5,1,20,32,12,4,13,30,43,2,4.40%,KerrRy00
290,Marcus Maye,NYJ,25,FS,6,6,1,13,7,53.80%,101,14.4,7.8,2,86.9,14.4,64,37,1,0,0,0.5,1,34,5,12.80%,MayeMa00
291,Nicholas Morrow,OAK,23,LLB,16,5,0,27,20,74.10%,177,8.9,6.6,0,91.1,1.1,13,164,15,2,1,1,4,43,9,17.30%,MorrNi00
292,Denzel Perryman,LAC,26,MLB,9,9,1,28,15,53.60%,167,11.1,6,2,80.5,4.8,71,96,4,2,1,0,3,51,9,15.00%,PerrDe00
293,D.J. Reed,SFO,22,DB,15,2,0,16,14,87.50%,122,8.7,7.6,1,119.3,9.3,61,61,8,2,0,1,3,41,5,10.90%,ReedD.00
294,Richard Sherman,SFO,30,LCB,14,14,0,39,24,61.50%,287,12,7.4,1,92.6,11.9,200,87,1,0,0,1,1,37,2,5.10%,SherRi00
295,Preston Smith,WAS,26,LOLB,16,16,1,12,9,75.00%,36,4,3,0,42.4,2,12,24,32,12,9,4,26,53,9,14.50%,SmitPr00
296,Tavon Wilson,DET,28,DB,15,3,0,21,13,61.90%,126,9.7,6,1,94.5,7.9,82,44,3,0,0,1,1,36,4,10.00%,WilsTa00
297,Ahkello Witherspoon,SFO,23,RCB,14,12,0,78,43,55.10%,493,11.5,6.3,7,104.3,12.4,329,164,1,0,0,0,0,37,5,11.90%,WithAh00
298,Daryl Worley,OAK,23,LCB,10,9,1,38,22,57.90%,272,12.4,7.2,4,104.3,11.4,220,52,0,0,0,0,0,33,9,21.40%,WorlDa00
299,Andrew Adams,TAM,26,DB,13,4,4,39,23,59.00%,264,11.5,6.8,0,39.9,9.4,179,85,3,0,1,0,1,38,8,17.40%,AdamAn00
300,Kyler Fackrell,GNB,27,ROLB,16,7,0,10,4,40.00%,30,7.5,3,0,47.9,7.5,7,23,41,6,1,10.5,18,42,7,14.30%,FackKy00
301,Ben Gedeon,MIN,24,LLB,15,8,0,12,8,66.70%,85,10.6,7.1,0,87.2,5.7,24,61,5,0,0,0,0,53,3,5.40%,GedeBe00
302,Grant Haley,NYG,22,LOLB,10,9,0,36,23,63.90%,298,13,8.3,4,126.9,6.2,113,185,15,2,0,0,2,33,1,2.90%,HaleGr00
303,Cameron Heyward*,PIT,29,DT,16,16,0,1,0,0.00%,0,,0,0,39.6,3,0,0,0,7,9,8,25,51,1,1.90%,HeywCa01
304,Troy Hill,LAR,27,RCB,16,7,2,47,29,61.70%,458,15.8,9.7,4,104.7,13.1,340,118,0,0,0,0,0,34,4,10.50%,HillTr01
305,Matt Judon,BAL,26,ROLB,16,8,0,14,6,42.90%,52,8.7,3.7,0,53.3,0.4,-10,62,70,18,10,7,36,44,7,13.70%,JudoMa00
306,Christian Kirksey,CLE,26,LLB,7,7,2,42,31,73.80%,322,10.4,7.7,2,91.6,5,126,196,37,2,1,0,3,43,8,15.70%,KirkCh00
307,Clay Matthews,GNB,32,LOLB,16,16,0,6,4,66.70%,88,22,14.7,0,109.7,2.3,17,71,63,10,7,3.5,21,43,7,14.00%,MattCl99
308,Von Miller*,DEN,29,ROLB,16,16,1,5,4,80.00%,43,10.8,8.6,1,102.5,2.2,16,27,88,12,7,14.5,35,48,6,11.10%,MillVo00
309,Montae Nicholson,WAS,23,SS,14,7,0,15,8,53.30%,82,10.3,5.5,1,91.5,6.9,15,67,8,0,0,0,0,41,7,14.60%,NichMo00
310,Kawann Short*,CAR,29,LDT,14,14,0,0,0,,0,,,0,,,0,0,0,9,3,3,16,42,5,10.60%,ShorKa00
311,Denico Autry,IND,28,RDT,12,11,0,1,1,100.00%,12,12,12,0,116.7,-2,-2,14,0,7,2,9,18,37,3,7.50%,AutrDe00
312,Marqui Christian,LAR,24,DB,16,0,0,36,23,63.90%,307,13.3,8.5,0,90.9,9.9,181,126,10,0,1,0,1,36,4,10.00%,ChriMa00
313,Ken Crawley,NOR,25,LCB,10,5,0,47,33,70.20%,514,15.6,10.9,4,134.5,13.3,398,116,3,2,0,0,2,31,2,6.10%,CrawKe02
314,Justin Houston,KAN,29,ROLB,12,12,1,10,7,70.00%,55,7.9,5.5,0,43.7,0.1,3,52,23,15,4,9,29,37,6,14.00%,HousJu00
315,Melvin Ingram*,LAC,29,RDE,16,16,1,1,1,100.00%,5,5,5,0,47.9,-3,-3,8,20,16,7,7,31,43,5,10.40%,IngrMe00
316,Avonte Maddox,PHI,22,RCB/SS,13,9,2,42,19,45.20%,243,12.8,5.8,1,52,12.1,183,60,2,0,0,0.5,1,35,4,10.30%,MaddAv00
317,Romeo Okwara,DET,23,LDE,15,14,0,3,1,33.30%,23,23,7.7,0,61.8,1,1,22,11,9,6,7.5,23,39,2,4.90%,OkwaRo01
318,Dalvin Tomlinson,NYG,24,RDE/NT,16,16,0,2,1,50.00%,14,14,7,0,72.9,2.5,8,6,0,8,0,0,8,59,1,1.70%,TomlDa00
319,Damien Wilson,DAL,25,LLB,16,7,0,21,16,76.20%,170,10.6,8.1,2,131.1,5.8,66,104,15,3,0,1,4,37,8,17.80%,WilsDa02
320,Allen Bailey,KAN,29,LDE,16,13,0,1,1,100.00%,-2,-2,-2,0,79.2,-4,-4,2,0,8,3,6,17,38,9,19.10%,BailAl00
321,Preston Brown,CIN,26,MLB,7,7,2,24,17,70.80%,156,9.2,6.5,0,53.5,2.8,45,111,11,2,0,0,2,42,1,2.30%,BrowPr00
322,Reggie Gilbert,GNB,25,DE,16,0,0,5,4,80.00%,32,8,6.4,0,93.3,3.6,16,16,31,10,5,2.5,18,38,6,13.60%,GilbRe01
323,Eddie Goldman,CHI,24,NT,16,16,0,0,0,,0,,,0,,,0,0,0,5,0,3,8,40,0,0.00%,GoldEd00
324,Sam Hubbard,CIN,23,DE,16,0,0,5,4,80.00%,52,13,10.4,1,149.6,-0.8,0,52,1,5,2,6,13,39,6,13.30%,HubbSa00
325,Grady Jarrett,ATL,25,RDT,14,14,0,1,1,100.00%,5,5,5,0,87.5,3,3,2,0,14,7,6,28,52,4,7.10%,JarrGr00
326,Jayron Kearse,MIN,24,DB,16,1,0,17,12,70.60%,80,6.7,4.7,0,80.5,3.3,28,52,1,0,0,0.5,1,32,1,3.00%,KearJa00
327,Cassius Marsh,SFO,26,DE,16,3,0,11,7,63.60%,51,7.3,4.6,0,74.4,5.4,19,32,6,18,7,5.5,31,38,3,7.30%,MarsCa00
328,Antonio Morrison,GNB,24,RILB,16,8,0,12,10,83.30%,91,9.1,7.6,0,98.3,3.8,41,50,14,0,1,1,2,48,7,12.70%,MorrAn01
